Dates,Destination,InviaCode,Operator,MealType,Price,Hotel,Airport,Minute
"1.6. - 15.6.
							(15 dní)",Kréta,99718,Electra Tours,Bez stravy,20 390 Kč,Alantha Apartments,Letecky - Brno,FM
"4.6. - 11.6.
							(8 dní)",Kréta,99718,Electra Tours,Bez stravy,13 390 Kč,Alantha Apartments,"Letecky - Praha, Brno",FM
"4.6. - 11.6.
							(8 dní)",Kréta,99718,Electra Tours,Snídaně,15 590 Kč,Alantha Apartments,"Letecky - Praha, Brno",FM
"20.6. - 27.6.
							(8 dní)",Rhodos,98594,Electra Tours,Bez stravy,10 290 Kč,Sunlight,Letecky - Brno,FM
"20.6. - 27.6.
							(8 dní)",Rhodos,98594,Electra Tours,Snídaně,11 350 Kč,Sunlight,Letecky - Brno,FM
"21.6. - 25.6.
							(5 dní)",Rhodos,98594,Electra Tours,Snídaně,10 090 Kč,Sunlight,Letecky - Praha,FM
"21.6. - 25.6.
							(5 dní)",Rhodos,98594,Electra Tours,Bez stravy,9 490 Kč,Sunlight,Letecky - Praha,FM
"24.6. - 4.7.
							(11 dní)",Rhodos,98594,Electra Tours,Snídaně,15 250 Kč,Sunlight,Letecky - Praha,FM
"24.6. - 4.7.
							(11 dní)",Rhodos,98594,Electra Tours,Bez stravy,13 590 Kč,Sunlight,Letecky - Praha,FM
"29.6. - 2.7.
							(4 dny)",Rhodos,98594,Electra Tours,Snídaně,10 350 Kč,Sunlight,Letecky - Praha,FM
"29.6. - 2.7.
							(4 dny)",Rhodos,98594,Electra Tours,Bez stravy,9 850 Kč,Sunlight,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,98594,Electra Tours,Snídaně,13 950 Kč,Sunlight,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,98594,Electra Tours,Bez stravy,12 450 Kč,Sunlight,Letecky - Praha,FM
"21.5. - 28.5.
							(8 dní)",Kréta,106445,Electra Tours,Bez stravy,10 190 Kč,Havania Apartments,Letecky - Praha,FM
"21.5. - 4.6.
							(15 dní)",Kréta,106445,Electra Tours,Bez stravy,13 850 Kč,Havania Apartments,Letecky - Praha,FM
"24.5. - 4.6.
							(12 dní)",Kréta,106445,Electra Tours,Bez stravy,12 950 Kč,Havania Apartments,Letecky - Praha,FM
"28.5. - 4.6.
							(8 dní)",Kréta,106445,Electra Tours,Bez stravy,10 550 Kč,Havania Apartments,Letecky - Praha,FM
"28.5. - 11.6.
							(15 dní)",Kréta,106445,Electra Tours,Bez stravy,13 850 Kč,Havania Apartments,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Kréta,106445,Electra Tours,Bez stravy,9 250 Kč,Havania Apartments,"Letecky - Praha, Brno",FM
"1.6. - 15.6.
							(15 dní)",Kréta,106445,Electra Tours,Bez stravy,14 050 Kč,Havania Apartments,Letecky - Brno,FM
"4.6. - 11.6.
							(8 dní)",Kréta,106445,Electra Tours,Bez stravy,10 550 Kč,Havania Apartments,"Letecky - Praha, Brno",FM
"4.6. - 14.6.
							(11 dní)",Kréta,106445,Electra Tours,Bez stravy,12 590 Kč,Havania Apartments,Letecky - Praha,FM
"7.6. - 11.6.
							(5 dní)",Kréta,106445,Electra Tours,Bez stravy,10 390 Kč,Havania Apartments,Letecky - Praha,FM
"7.6. - 11.6.
							(5 dní)",Kréta,105286,Electra Tours,Bez stravy,10 450 Kč,Tasmania Village,Letecky - Praha,FM
"8.6. - 22.6.
							(15 dní)",Kréta,105286,Electra Tours,Bez stravy,14 250 Kč,Tasmania Village,Letecky - Brno,FM
"11.6. - 18.6.
							(8 dní)",Kréta,105286,Electra Tours,Bez stravy,10 650 Kč,Tasmania Village,"Letecky - Praha, Brno",FM
"11.6. - 25.6.
							(15 dní)",Kréta,105286,Electra Tours,Bez stravy,14 090 Kč,Tasmania Village,Letecky - Praha,FM
"14.6. - 25.6.
							(12 dní)",Kréta,105286,Electra Tours,Bez stravy,13 150 Kč,Tasmania Village,Letecky - Praha,FM
"15.6. - 18.6.
							(4 dny)",Kréta,105286,Electra Tours,Bez stravy,10 090 Kč,Tasmania Village,Letecky - Praha,Last minute
"15.6. - 29.6.
							(15 dní)",Kréta,105286,Electra Tours,Bez stravy,14 250 Kč,Tasmania Village,Letecky - Brno,FM
"18.6. - 25.6.
							(8 dní)",Kréta,105286,Electra Tours,Bez stravy,11 290 Kč,Tasmania Village,"Letecky - Praha, Brno",FM
"18.6. - 2.7.
							(15 dní)",Kréta,105286,Electra Tours,Bez stravy,14 090 Kč,Tasmania Village,Letecky - Praha,FM
"21.6. - 25.6.
							(5 dní)",Kréta,105286,Electra Tours,Bez stravy,10 450 Kč,Tasmania Village,Letecky - Praha,FM
"23.6. - 3.7.
							(11 dní)",Korfu,104048,Electra Tours,Polopenze,39 990 Kč,Corfu Palace,Letecky - Praha,FM
"23.6. - 3.7.
							(11 dní)",Korfu,104048,Electra Tours,Snídaně,32 590 Kč,Corfu Palace,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Korfu,104048,Electra Tours,Polopenze,30 050 Kč,Corfu Palace,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Korfu,104048,Electra Tours,Snídaně,24 990 Kč,Corfu Palace,Letecky - Praha,FM
"24.6. - 8.7.
							(15 dní)",Korfu,104048,Electra Tours,Polopenze,51 850 Kč,Corfu Palace,Letecky - Praha,FM
"24.6. - 8.7.
							(15 dní)",Korfu,104048,Electra Tours,Snídaně,41 490 Kč,Corfu Palace,Letecky - Praha,FM
"25.6. - 5.7.
							(11 dní)",Korfu,104048,Electra Tours,Polopenze,39 990 Kč,Corfu Palace,Letecky - Praha,FM
"25.6. - 5.7.
							(11 dní)",Korfu,104048,Electra Tours,Snídaně,32 590 Kč,Corfu Palace,Letecky - Praha,FM
"26.6. - 10.7.
							(15 dní)",Korfu,104048,Electra Tours,Polopenze,51 850 Kč,Corfu Palace,Letecky - Praha,FM
"26.6. - 10.7.
							(15 dní)",Korfu,104048,Electra Tours,Snídaně,41 490 Kč,Corfu Palace,Letecky - Praha,FM
"14.6. - 25.6.
							(12 dní)",Korfu,100416,Electra Tours,Snídaně,17 250 Kč,Paradise Inn,Letecky - Praha,FM
"14.6. - 25.6.
							(12 dní)",Korfu,100416,Electra Tours,Polopenze,21 490 Kč,Paradise Inn,Letecky - Praha,FM
"15.6. - 22.6.
							(8 dní)",Korfu,100416,Electra Tours,Polopenze,16 490 Kč,Paradise Inn,Letecky - Brno,FM
"15.6. - 22.6.
							(8 dní)",Korfu,100416,Electra Tours,Snídaně,13 790 Kč,Paradise Inn,Letecky - Brno,FM
"17.6. - 24.6.
							(8 dní)",Korfu,100416,Electra Tours,Snídaně,13 850 Kč,Paradise Inn,Letecky - Praha,FM
"17.6. - 24.6.
							(8 dní)",Korfu,100416,Electra Tours,Polopenze,16 390 Kč,Paradise Inn,Letecky - Praha,FM
"18.6. - 2.7.
							(15 dní)",Korfu,100416,Electra Tours,Snídaně,20 450 Kč,Paradise Inn,Letecky - Praha,FM
"18.6. - 2.7.
							(15 dní)",Korfu,100416,Electra Tours,Polopenze,25 790 Kč,Paradise Inn,Letecky - Praha,FM
"19.6. - 26.6.
							(8 dní)",Korfu,100416,Electra Tours,Snídaně,14 550 Kč,Paradise Inn,Letecky - Brno,FM
"19.6. - 26.6.
							(8 dní)",Korfu,100416,Electra Tours,Polopenze,17 050 Kč,Paradise Inn,Letecky - Brno,FM
"3.8. - 17.8.
							(15 dní)",Kréta,105111,Electra Tours,Snídaně,32 550 Kč,Angela Suites,Letecky - Brno,FM
"3.8. - 17.8.
							(15 dní)",Kréta,105111,Electra Tours,Polopenze,36 690 Kč,Angela Suites,Letecky - Brno,FM
"6.8. - 13.8.
							(8 dní)",Kréta,105111,Electra Tours,Snídaně,20 350 Kč,Angela Suites,"Letecky - Praha, Brno",FM
"6.8. - 13.8.
							(8 dní)",Kréta,105111,Electra Tours,Polopenze,22 350 Kč,Angela Suites,"Letecky - Praha, Brno",FM
"6.8. - 16.8.
							(11 dní)",Kréta,105111,Electra Tours,Polopenze,28 790 Kč,Angela Suites,Letecky - Praha,FM
"6.8. - 16.8.
							(11 dní)",Kréta,105111,Electra Tours,Snídaně,25 790 Kč,Angela Suites,Letecky - Praha,FM
"6.8. - 20.8.
							(15 dní)",Kréta,105111,Electra Tours,Snídaně,31 690 Kč,Angela Suites,Letecky - Praha,FM
"6.8. - 20.8.
							(15 dní)",Kréta,105111,Electra Tours,Polopenze,35 690 Kč,Angela Suites,Letecky - Praha,FM
"10.8. - 13.8.
							(4 dny)",Kréta,105111,Electra Tours,Snídaně,13 850 Kč,Angela Suites,Letecky - Praha,Last minute
"10.8. - 13.8.
							(4 dny)",Kréta,105111,Electra Tours,Polopenze,14 690 Kč,Angela Suites,Letecky - Praha,Last minute
"8.10. - 18.10.
							(11 dní)",Kréta,89391,Electra Tours,Polopenze,17 990 Kč,FILION SUITES RESORT & SPA,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,83718,Electra Tours,Plná penze,48 990 Kč,Port Royal Villas & Spa,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,83718,Electra Tours,Polopenze,42 650 Kč,Port Royal Villas & Spa,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,83718,Electra Tours,All Inclusive,55 290 Kč,Port Royal Villas & Spa,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,83718,Electra Tours,Snídaně,36 350 Kč,Port Royal Villas & Spa,Letecky - Praha,FM
"25.7. - 1.8.
							(8 dní)",Rhodos,83718,Electra Tours,Snídaně,24 350 Kč,Port Royal Villas & Spa,Letecky - Brno,FM
"25.7. - 1.8.
							(8 dní)",Rhodos,83718,Electra Tours,Polopenze,28 490 Kč,Port Royal Villas & Spa,Letecky - Brno,FM
"25.7. - 1.8.
							(8 dní)",Rhodos,83718,Electra Tours,Plná penze,32 650 Kč,Port Royal Villas & Spa,Letecky - Brno,FM
"25.7. - 1.8.
							(8 dní)",Rhodos,83718,Electra Tours,All Inclusive,36 850 Kč,Port Royal Villas & Spa,Letecky - Brno,FM
"27.7. - 30.7.
							(4 dny)",Rhodos,83718,Electra Tours,Plná penze,18 490 Kč,Port Royal Villas & Spa,Letecky - Praha,FM
"27.7. - 30.7.
							(4 dny)",Rhodos,83718,Electra Tours,Polopenze,16 750 Kč,Port Royal Villas & Spa,Letecky - Praha,FM
"21.9. - 24.9.
							(4 dny)",Kréta,110029,Electra Tours,Snídaně,13 650 Kč,Elounda Garden,Letecky - Praha,Last minute
"21.9. - 24.9.
							(4 dny)",Kréta,110029,Electra Tours,Bez stravy,12 890 Kč,Elounda Garden,Letecky - Praha,Last minute
"24.9. - 30.9.
							(7 dní)",Kréta,110029,Electra Tours,Snídaně,18 150 Kč,Elounda Garden,Letecky - Brno,FM
"24.9. - 30.9.
							(7 dní)",Kréta,110029,Electra Tours,Bez stravy,16 650 Kč,Elounda Garden,Letecky - Brno,FM
"1.10. - 8.10.
							(8 dní)",Kréta,110029,Electra Tours,Snídaně,17 750 Kč,Elounda Garden,Letecky - Praha,FM
"1.10. - 8.10.
							(8 dní)",Kréta,110029,Electra Tours,Bez stravy,15 990 Kč,Elounda Garden,Letecky - Praha,FM
"1.10. - 15.10.
							(15 dní)",Kréta,110029,Electra Tours,Snídaně,25 290 Kč,Elounda Garden,Letecky - Praha,FM
"1.10. - 15.10.
							(15 dní)",Kréta,110029,Electra Tours,Bez stravy,21 790 Kč,Elounda Garden,Letecky - Praha,FM
"8.10. - 15.10.
							(8 dní)",Kréta,110029,Electra Tours,Bez stravy,14 790 Kč,Elounda Garden,Letecky - Praha,FM
"8.10. - 15.10.
							(8 dní)",Kréta,110029,Electra Tours,Snídaně,16 550 Kč,Elounda Garden,Letecky - Praha,FM
"8.10. - 15.10.
							(8 dní)",Kréta,106476,Electra Tours,Bez stravy,10 650 Kč,Piskopiano Village,Letecky - Praha,FM
"8.10. - 18.10.
							(11 dní)",Kréta,106476,Electra Tours,Bez stravy,11 390 Kč,Piskopiano Village,Letecky - Praha,FM
"27.7. - 10.8.
							(15 dní)",Kréta,106880,Electra Tours,Snídaně,21 190 Kč,Palatia Village,Letecky - Brno,FM
"30.7. - 6.8.
							(8 dní)",Kréta,106880,Electra Tours,Polopenze,14 690 Kč,Palatia Village,"Letecky - Praha, Brno",FM
"30.7. - 6.8.
							(8 dní)",Kréta,106880,Electra Tours,Bez stravy,12 850 Kč,Palatia Village,"Letecky - Praha, Brno",FM
"30.7. - 6.8.
							(8 dní)",Kréta,106880,Electra Tours,Snídaně,13 790 Kč,Palatia Village,"Letecky - Praha, Brno",FM
"30.7. - 13.8.
							(15 dní)",Kréta,106880,Electra Tours,Polopenze,24 050 Kč,Palatia Village,Letecky - Praha,FM
"30.7. - 13.8.
							(15 dní)",Kréta,106880,Electra Tours,Bez stravy,17 090 Kč,Palatia Village,Letecky - Praha,FM
"30.7. - 13.8.
							(15 dní)",Kréta,106880,Electra Tours,Snídaně,20 690 Kč,Palatia Village,Letecky - Praha,FM
"2.8. - 6.8.
							(5 dní)",Kréta,106880,Electra Tours,Snídaně,11 690 Kč,Palatia Village,Letecky - Praha,Last minute
"2.8. - 6.8.
							(5 dní)",Kréta,106880,Electra Tours,Polopenze,12 250 Kč,Palatia Village,Letecky - Praha,Last minute
"2.8. - 6.8.
							(5 dní)",Kréta,106880,Electra Tours,Bez stravy,11 190 Kč,Palatia Village,Letecky - Praha,Last minute
"24.9. - 8.10.
							(15 dní)",Kréta,99821,Electra Tours,Snídaně,16 690 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"24.9. - 8.10.
							(15 dní)",Kréta,99821,Electra Tours,Bez stravy,14 590 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"27.9. - 1.10.
							(5 dní)",Kréta,99821,Electra Tours,Snídaně,10 690 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"27.9. - 1.10.
							(5 dní)",Kréta,99821,Electra Tours,Bez stravy,10 090 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"27.9. - 8.10.
							(12 dní)",Kréta,99821,Electra Tours,Bez stravy,12 190 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"27.9. - 8.10.
							(12 dní)",Kréta,99821,Electra Tours,Snídaně,13 890 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"28.9. - 1.10.
							(4 dny)",Kréta,99821,Electra Tours,Snídaně,10 290 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"28.9. - 1.10.
							(4 dny)",Kréta,99821,Electra Tours,Bez stravy,9 850 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"1.10. - 8.10.
							(8 dní)",Kréta,99821,Electra Tours,Bez stravy,10 950 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"1.10. - 8.10.
							(8 dní)",Kréta,99821,Electra Tours,Snídaně,11 990 Kč,Dias Luxury Studios & Apartments,Letecky - Praha,FM
"8.10. - 15.10.
							(8 dní)",Kréta,21371,Electra Tours,Polopenze,16 490 Kč,Akti Olous,Letecky - Praha,FM
"8.10. - 15.10.
							(8 dní)",Kréta,21371,Electra Tours,Snídaně,14 150 Kč,Akti Olous,Letecky - Praha,FM
"29.6. - 6.7.
							(8 dní)",Korfu,107429,Electra Tours,Snídaně,13 050 Kč,El Greco,Letecky - Brno,FM
"1.7. - 8.7.
							(8 dní)",Korfu,107429,Electra Tours,Snídaně,13 650 Kč,El Greco,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,107429,Electra Tours,Snídaně,13 450 Kč,El Greco,Letecky - Praha,FM
"8.7. - 19.7.
							(12 dní)",Korfu,107429,Electra Tours,Snídaně,16 150 Kč,El Greco,Letecky - Praha,FM
"9.7. - 23.7.
							(15 dní)",Korfu,107429,Electra Tours,Snídaně,17 690 Kč,El Greco,Letecky - Praha,FM
"12.7. - 23.7.
							(12 dní)",Korfu,107429,Electra Tours,Snídaně,16 290 Kč,El Greco,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Korfu,107429,Electra Tours,Snídaně,13 550 Kč,El Greco,Letecky - Praha,FM
"16.7. - 30.7.
							(15 dní)",Korfu,107429,Electra Tours,Snídaně,18 190 Kč,El Greco,Letecky - Praha,FM
"20.7. - 27.7.
							(8 dní)",Korfu,107429,Electra Tours,Snídaně,13 790 Kč,El Greco,Letecky - Brno,FM
"20.7. - 30.7.
							(11 dní)",Korfu,107429,Electra Tours,Snídaně,16 150 Kč,El Greco,Letecky - Praha,FM
"25.6. - 2.7.
							(8 dní)",Kréta,7691,Electra Tours,Polopenze,12 690 Kč,Aparthotel Sofia Mythos Beach,"Letecky - Praha, Brno",FM
"29.6. - 2.7.
							(4 dny)",Kréta,7691,Electra Tours,Polopenze,10 690 Kč,Aparthotel Sofia Mythos Beach,Letecky - Praha,Last minute
"8.7. - 12.7.
							(5 dní)",Kréta,7691,Electra Tours,Polopenze,11 250 Kč,Aparthotel Sofia Mythos Beach,Letecky - Praha,Last minute
"9.7. - 16.7.
							(8 dní)",Kréta,7691,Electra Tours,Polopenze,12 950 Kč,Aparthotel Sofia Mythos Beach,"Letecky - Praha, Brno",FM
"9.7. - 23.7.
							(15 dní)",Kréta,7691,Electra Tours,Polopenze,17 790 Kč,Aparthotel Sofia Mythos Beach,Letecky - Praha,FM
"13.7. - 27.7.
							(15 dní)",Kréta,7691,Electra Tours,Polopenze,18 690 Kč,Aparthotel Sofia Mythos Beach,Letecky - Brno,FM
"15.7. - 18.7.
							(4 dny)",Kréta,7691,Electra Tours,Polopenze,10 850 Kč,Aparthotel Sofia Mythos Beach,Letecky - Praha,Last minute
"16.7. - 23.7.
							(8 dní)",Kréta,7691,Electra Tours,Polopenze,13 850 Kč,Aparthotel Sofia Mythos Beach,"Letecky - Praha, Brno",FM
"16.7. - 26.7.
							(11 dní)",Kréta,7691,Electra Tours,Polopenze,16 190 Kč,Aparthotel Sofia Mythos Beach,Letecky - Praha,FM
"16.7. - 30.7.
							(15 dní)",Kréta,7691,Electra Tours,Polopenze,18 850 Kč,Aparthotel Sofia Mythos Beach,Letecky - Praha,FM
"29.6. - 6.7.
							(8 dní)",Korfu,107236,Electra Tours,Bez stravy,12 750 Kč,Apraos Bay,Letecky - Brno,FM
"29.6. - 6.7.
							(8 dní)",Korfu,107236,Electra Tours,Snídaně,12 150 Kč,Apraos Bay,Letecky - Brno,FM
"29.6. - 6.7.
							(8 dní)",Korfu,107236,Electra Tours,Polopenze,14 550 Kč,Apraos Bay,Letecky - Brno,FM
"1.7. - 8.7.
							(8 dní)",Korfu,107236,Electra Tours,Polopenze,14 990 Kč,Apraos Bay,Letecky - Praha,FM
"1.7. - 8.7.
							(8 dní)",Korfu,107236,Electra Tours,Bez stravy,13 150 Kč,Apraos Bay,Letecky - Praha,FM
"1.7. - 8.7.
							(8 dní)",Korfu,107236,Electra Tours,Snídaně,12 650 Kč,Apraos Bay,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,107236,Electra Tours,Polopenze,14 950 Kč,Apraos Bay,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,107236,Electra Tours,Bez stravy,12 590 Kč,Apraos Bay,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,107236,Electra Tours,Snídaně,12 590 Kč,Apraos Bay,Letecky - Praha,FM
"8.7. - 19.7.
							(12 dní)",Korfu,107236,Electra Tours,Polopenze,18 790 Kč,Apraos Bay,Letecky - Praha,FM
"4.6. - 14.6.
							(11 dní)",Kréta,99718,Electra Tours,Snídaně,20 090 Kč,Alantha Apartments,Letecky - Praha,FM
"4.6. - 14.6.
							(11 dní)",Kréta,99718,Electra Tours,Bez stravy,17 150 Kč,Alantha Apartments,Letecky - Praha,FM
"4.6. - 18.6.
							(15 dní)",Kréta,99718,Electra Tours,Bez stravy,25 750 Kč,Alantha Apartments,Letecky - Praha,FM
"4.6. - 18.6.
							(15 dní)",Kréta,99718,Electra Tours,Snídaně,23 990 Kč,Alantha Apartments,Letecky - Praha,FM
"7.6. - 11.6.
							(5 dní)",Kréta,99718,Electra Tours,Snídaně,13 290 Kč,Alantha Apartments,Letecky - Praha,Last minute
"7.6. - 11.6.
							(5 dní)",Kréta,99718,Electra Tours,Bez stravy,12 150 Kč,Alantha Apartments,Letecky - Praha,Last minute
"8.6. - 22.6.
							(15 dní)",Kréta,99718,Electra Tours,Snídaně,24 550 Kč,Alantha Apartments,Letecky - Brno,FM
"8.6. - 22.6.
							(15 dní)",Kréta,99718,Electra Tours,Bez stravy,20 390 Kč,Alantha Apartments,Letecky - Brno,FM
"11.6. - 18.6.
							(8 dní)",Kréta,99718,Electra Tours,Bez stravy,12 450 Kč,Alantha Apartments,"Letecky - Praha, Brno",FM
"11.6. - 18.6.
							(8 dní)",Kréta,99718,Electra Tours,Snídaně,14 250 Kč,Alantha Apartments,"Letecky - Praha, Brno",FM
"10.7. - 20.7.
							(11 dní)",Rhodos,98594,Electra Tours,Snídaně,14 090 Kč,Sunlight,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,98594,Electra Tours,Bez stravy,12 590 Kč,Sunlight,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,98594,Electra Tours,Snídaně,10 090 Kč,Sunlight,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,98594,Electra Tours,Bez stravy,9 650 Kč,Sunlight,Letecky - Praha,FM
"19.7. - 23.7.
							(5 dní)",Rhodos,98594,Electra Tours,Snídaně,10 690 Kč,Sunlight,Letecky - Praha,FM
"19.7. - 23.7.
							(5 dní)",Rhodos,98594,Electra Tours,Bez stravy,10 090 Kč,Sunlight,Letecky - Praha,FM
"20.7. - 30.7.
							(11 dní)",Rhodos,98594,Electra Tours,Snídaně,14 090 Kč,Sunlight,Letecky - Praha,FM
"20.7. - 30.7.
							(11 dní)",Rhodos,98594,Electra Tours,Bez stravy,12 590 Kč,Sunlight,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,98594,Electra Tours,Bez stravy,13 390 Kč,Sunlight,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,98594,Electra Tours,Snídaně,14 990 Kč,Sunlight,Letecky - Praha,FM
"8.6. - 22.6.
							(15 dní)",Kréta,106445,Electra Tours,Bez stravy,14 050 Kč,Havania Apartments,Letecky - Brno,FM
"11.6. - 18.6.
							(8 dní)",Kréta,106445,Electra Tours,Bez stravy,10 550 Kč,Havania Apartments,"Letecky - Praha, Brno",FM
"11.6. - 25.6.
							(15 dní)",Kréta,106445,Electra Tours,Bez stravy,13 850 Kč,Havania Apartments,Letecky - Praha,FM
"14.6. - 25.6.
							(12 dní)",Kréta,106445,Electra Tours,Bez stravy,12 950 Kč,Havania Apartments,Letecky - Praha,FM
"15.6. - 18.6.
							(4 dny)",Kréta,106445,Electra Tours,Bez stravy,10 050 Kč,Havania Apartments,Letecky - Praha,Last minute
"18.6. - 25.6.
							(8 dní)",Kréta,106445,Electra Tours,Bez stravy,11 190 Kč,Havania Apartments,"Letecky - Praha, Brno",FM
"21.6. - 25.6.
							(5 dní)",Kréta,106445,Electra Tours,Bez stravy,10 390 Kč,Havania Apartments,Letecky - Praha,FM
"25.6. - 2.7.
							(8 dní)",Kréta,106445,Electra Tours,Bez stravy,12 550 Kč,Havania Apartments,"Letecky - Praha, Brno",FM
"9.7. - 16.7.
							(8 dní)",Kréta,106445,Electra Tours,Bez stravy,12 350 Kč,Havania Apartments,"Letecky - Praha, Brno",FM
"9.7. - 23.7.
							(15 dní)",Kréta,106445,Electra Tours,Bez stravy,15 750 Kč,Havania Apartments,Letecky - Praha,FM
"25.6. - 2.7.
							(8 dní)",Kréta,105286,Electra Tours,Bez stravy,11 290 Kč,Tasmania Village,"Letecky - Praha, Brno",FM
"29.6. - 2.7.
							(4 dny)",Kréta,105286,Electra Tours,Bez stravy,10 090 Kč,Tasmania Village,Letecky - Praha,Last minute
"8.7. - 12.7.
							(5 dní)",Kréta,105286,Electra Tours,Bez stravy,10 450 Kč,Tasmania Village,Letecky - Praha,FM
"9.7. - 16.7.
							(8 dní)",Kréta,105286,Electra Tours,Bez stravy,11 550 Kč,Tasmania Village,"Letecky - Praha, Brno",FM
"9.7. - 23.7.
							(15 dní)",Kréta,105286,Electra Tours,Bez stravy,14 090 Kč,Tasmania Village,Letecky - Praha,FM
"13.7. - 27.7.
							(15 dní)",Kréta,105286,Electra Tours,Bez stravy,14 490 Kč,Tasmania Village,Letecky - Brno,FM
"15.7. - 18.7.
							(4 dny)",Kréta,105286,Electra Tours,Bez stravy,10 090 Kč,Tasmania Village,Letecky - Praha,Last minute
"16.7. - 23.7.
							(8 dní)",Kréta,105286,Electra Tours,Bez stravy,11 550 Kč,Tasmania Village,"Letecky - Praha, Brno",FM
"16.7. - 26.7.
							(11 dní)",Kréta,105286,Electra Tours,Bez stravy,12 850 Kč,Tasmania Village,Letecky - Praha,FM
"16.7. - 30.7.
							(15 dní)",Kréta,105286,Electra Tours,Bez stravy,14 690 Kč,Tasmania Village,Letecky - Praha,FM
"29.6. - 6.7.
							(8 dní)",Korfu,104048,Electra Tours,Polopenze,30 690 Kč,Corfu Palace,Letecky - Brno,FM
"29.6. - 6.7.
							(8 dní)",Korfu,104048,Electra Tours,Snídaně,25 490 Kč,Corfu Palace,Letecky - Brno,FM
"1.7. - 8.7.
							(8 dní)",Korfu,104048,Electra Tours,Snídaně,25 690 Kč,Corfu Palace,Letecky - Praha,FM
"1.7. - 8.7.
							(8 dní)",Korfu,104048,Electra Tours,Polopenze,30 750 Kč,Corfu Palace,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,104048,Electra Tours,Polopenze,31 450 Kč,Corfu Palace,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,104048,Electra Tours,Snídaně,26 390 Kč,Corfu Palace,Letecky - Praha,FM
"8.7. - 19.7.
							(12 dní)",Korfu,104048,Electra Tours,Polopenze,45 590 Kč,Corfu Palace,Letecky - Praha,FM
"8.7. - 19.7.
							(12 dní)",Korfu,104048,Electra Tours,Snídaně,37 490 Kč,Corfu Palace,Letecky - Praha,FM
"9.7. - 23.7.
							(15 dní)",Korfu,104048,Electra Tours,Polopenze,55 590 Kč,Corfu Palace,Letecky - Praha,FM
"9.7. - 23.7.
							(15 dní)",Korfu,104048,Electra Tours,Snídaně,45 290 Kč,Corfu Palace,Letecky - Praha,FM
"23.6. - 3.7.
							(11 dní)",Korfu,100416,Electra Tours,Snídaně,17 750 Kč,Paradise Inn,Letecky - Praha,FM
"23.6. - 3.7.
							(11 dní)",Korfu,100416,Electra Tours,Polopenze,21 550 Kč,Paradise Inn,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Korfu,100416,Electra Tours,Snídaně,14 750 Kč,Paradise Inn,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Korfu,100416,Electra Tours,Polopenze,17 350 Kč,Paradise Inn,Letecky - Praha,FM
"24.6. - 8.7.
							(15 dní)",Korfu,100416,Electra Tours,Snídaně,20 650 Kč,Paradise Inn,Letecky - Praha,FM
"24.6. - 8.7.
							(15 dní)",Korfu,100416,Electra Tours,Polopenze,25 990 Kč,Paradise Inn,Letecky - Praha,FM
"25.6. - 5.7.
							(11 dní)",Korfu,100416,Electra Tours,Snídaně,17 750 Kč,Paradise Inn,Letecky - Praha,FM
"25.6. - 5.7.
							(11 dní)",Korfu,100416,Electra Tours,Polopenze,21 550 Kč,Paradise Inn,Letecky - Praha,FM
